merchant_id,business_category,account_age_days,monthly_txn_count,avg_transaction_value,monthly_txn_volume,refund_rate,chargeback_rate,volume_growth_rate_30d,customer_complaint_count,risk_score,is_risky
M00873,Healthcare,1103,3326,5312.3,17668703.22,0.1485,0.0344,-2.57,1,48.65,0
M00874,Electronics,1285,917,101.48,93056.09,0.0162,0.0158,5.28,1,38.63,0
M00875,Food & Beverage,1448,1105,3356.94,3709416.97,0.0681,0.0192,28.21,3,58.21,0
M00876,Gaming,1820,1299,6460.89,8392691.53,0.3771,0.0292,9.39,3,78.25,1
M00877,Travel,454,690,3704.3,2555968.51,0.0372,0.01,-7.29,4,57.9,0
M00878,Healthcare,885,1525,2700.21,4117821.85,0.0125,0.0182,22.27,3,55.4,0
M00879,Fashion,1215,3595,1497.98,5385236.86,0.2109,0.0098,2.6,3,62.27,0
M00880,Healthcare,176,4834,3149.88,15226500.47,0.0466,0.0618,18.18,3,71.78,1
M00881,Food & Beverage,100,1975,6746.8,13324920.36,0.0717,0.0497,11.79,1,68.45,1
M00882,Fashion,723,269,6298.16,1694203.72,0.0161,0.0431,-21.55,1,37.88,0
M00883,Food & Beverage,1891,1912,3115.71,5957245.22,0.0892,0.0464,19.29,3,46.6,0
M00884,Healthcare,1564,3459,5565.12,19249763.73,0.0621,0.0712,-36.11,0,45.8,0
M00885,Electronics,48,1873,2645.26,4954563.87,0.1044,0.0172,2.5,1,37.03,0
M00886,Food & Beverage,1159,2874,2063.82,5931406.08,0.0026,0.104,-20.24,2,58.76,0
M00887,Fashion,1484,1523,5058.09,7703476.7,0.0204,0.0552,-44.32,3,42.42,0
M00888,Fashion,182,3405,7956.4,27091555.02,0.058,0.0063,11.16,0,31.05,0
M00889,Food & Beverage,662,3591,8344.4,29964737.53,0.1792,0.0259,25.83,1,75.23,1
M00890,Services,763,3812,3842.45,14647415.82,0.0611,0.0013,4.22,1,33.19,0
M00891,Healthcare,1253,3446,1351.89,4658614.63,0.0465,0.0645,37.11,2,71.83,1
M00892,Services,1671,63,318.86,20088.31,0.1178,0.0067,5.01,2,37.3,0
M00893,Education,1091,3632,1581.08,5742471.01,0.1573,0.08,9.43,1,85.4,1
M00894,Healthcare,1693,2638,3525.08,9299150.49,0.0701,0.0029,-16.06,0,21.49,0
M00895,Food & Beverage,485,4698,6680.99,31387298.94,0.0706,0.0709,19.55,1,70.28,1
M00896,Retail,465,3183,1082.71,3446272.77,0.2301,0.0302,18.43,1,91.32,1
M00897,Food & Beverage,838,1308,3457.81,4522813.28,0.085,0.0582,-5.45,3,62.67,0
M00898,Services,904,2962,2904.84,8604134.55,0.0674,0.0188,-27.05,2,33.22,0
M00899,Electronics,1394,239,2549.98,609445.91,0.0226,0.1332,-32.34,4,69.81,1
M00900,Food & Beverage,1968,1945,3340.21,6496706.77,0.0698,0.01,30.19,3,52.9,0
M00901,Food & Beverage,1034,2992,10271.85,30733378.92,0.1127,0.0035,-24.15,1,39.65,0
M00902,Electronics,396,3533,3021.74,10675811.57,0.1039,0.0463,43.06,3,100.0,1
M00903,Food & Beverage,357,2468,4089.51,10092914.5,0.0337,0.0214,-14.6,4,46.96,0
M00904,Gaming,199,3491,924.54,3227565.77,0.1507,0.0442,-2.46,0,55.56,0
M00905,Retail,514,2794,7244.12,20240070.7,0.076,0.0305,75.79,2,100.0,1
M00906,Travel,1224,1010,6715.08,6782230.91,0.0851,0.0704,-6.77,3,50.81,0
M00907,Retail,1541,2966,677.91,2010687.03,0.1336,0.0208,-19.1,3,44.28,0
M00908,Food & Beverage,1402,1832,353.88,648314.35,0.0683,0.0184,-3.48,3,46.96,0
M00909,Gaming,1442,4973,5780.41,28745999.47,0.0732,0.004,-32.93,2,16.08,0
M00910,Healthcare,833,823,4424.61,3641455.42,0.103,0.0453,-2.06,3,49.8,0
M00911,Food & Beverage,938,509,808.51,411532.97,0.0833,0.0009,6.81,4,48.48,0
M00912,Services,943,3576,1812.8,6482556.29,0.0334,0.1235,29.84,4,93.84,1
M00913,Gaming,1150,1513,2776.21,4200401.32,0.0774,0.0251,17.74,0,56.61,0
M00914,Electronics,143,3665,1357.86,4976539.26,0.0428,0.0274,8.64,2,56.67,0
M00915,Gaming,67,2911,1783.43,5191562.41,0.0744,0.0257,58.75,3,100.0,1
M00916,Electronics,1589,1725,4182.32,7214496.39,0.0189,0.0212,20.0,1,43.51,0
M00917,Education,694,3536,4767.49,16857862.16,0.024,0.0241,40.88,1,51.65,0
M00918,Travel,681,3360,4671.8,15697243.5,0.0344,0.008,27.28,2,40.73,0
M00919,Crypto/Trading,182,73,6293.42,459419.77,0.0429,0.0516,39.91,1,90.76,1
M00920,Gaming,1862,2595,2644.52,6862530.52,0.0717,0.0037,33.69,2,44.1,0
M00921,Fashion,824,3611,8855.0,31975420.4,0.1086,0.0421,25.86,2,71.0,1
M00922,Services,1182,635,2759.25,1752123.91,0.0098,0.0571,20.24,2,60.34,0
M00923,Food & Beverage,89,974,4882.97,4756013.71,0.0283,0.0314,42.14,2,76.86,1
M00924,Services,895,2453,3576.12,8772220.45,0.0293,0.0097,-9.65,2,33.96,0
M00925,Retail,1246,1649,6224.81,10264705.58,0.0672,0.0421,-13.35,1,42.07,0
M00926,Crypto/Trading,212,2801,4868.34,13636214.04,0.1321,0.0286,-34.91,3,56.54,0
M00927,Retail,773,669,7431.87,4971923.79,0.0702,0.038,18.11,2,57.71,0
M00928,Education,1262,2367,3891.35,9210820.18,0.0258,0.0185,34.05,2,53.95,0
M00929,Crypto/Trading,1709,4510,5627.92,25381898.59,0.1509,0.033,-20.99,0,41.85,0
M00930,Crypto/Trading,1260,3298,4142.69,13662596.34,0.0843,0.028,-13.11,3,46.67,0
M00931,Retail,1692,2660,11648.12,30984007.57,0.0606,0.0204,41.02,2,60.48,0
M00932,Electronics,1565,3821,6816.94,26047519.39,0.0564,0.0013,22.36,2,36.55,0
M00933,Retail,1474,2581,8233.56,21250825.46,0.2201,0.0242,21.27,0,63.53,0
M00934,Services,1435,3269,4037.56,13198786.14,0.0485,0.0011,15.37,3,31.2,0
M00935,Electronics,56,390,3344.55,1304376.05,0.0215,0.0722,-0.3,1,67.38,1
M00936,Services,1266,877,10955.69,9608136.6,0.1071,0.0002,-33.87,0,16.48,0
M00937,Education,1338,4906,1465.5,7189723.57,0.0914,0.0123,19.8,2,37.0,0
M00938,Food & Beverage,1559,4773,2897.78,13831097.35,0.0477,0.0066,58.29,0,67.99,1
M00939,Healthcare,1176,403,1206.35,486157.51,0.1672,0.0201,12.48,0,55.2,0
M00940,Electronics,1448,3897,5905.16,23012423.74,0.0423,0.0479,-23.59,3,56.56,0
M00941,Education,1546,2572,3058.63,7866807.7,0.1025,0.0535,-0.01,4,52.65,0
M00942,Fashion,1406,4354,4402.01,19166367.46,0.0258,0.0874,28.75,2,73.53,1
M00943,Education,1599,4310,8136.51,35068348.62,0.0737,0.1171,31.72,3,89.7,1
M00944,Retail,1919,2745,2333.61,6405749.45,0.3644,0.0115,43.94,2,100.0,1
M00945,Retail,1292,4054,3387.04,13731046.71,0.0254,0.0246,31.51,2,38.04,0
M00946,Healthcare,665,3313,1686.65,5587884.31,0.1682,0.0744,-44.94,3,62.25,0
M00947,Education,480,4271,5376.68,22963792.15,0.0976,0.034,10.74,0,47.67,0
M00948,Travel,1986,4008,2449.66,9818236.1,0.0947,0.035,-31.05,2,34.89,0
M00949,Food & Beverage,980,942,1749.91,1648416.91,0.2448,0.0094,20.86,1,65.68,1
M00950,Retail,1045,2935,5949.51,17461821.07,0.0664,0.0421,23.31,1,53.37,0
M00951,Healthcare,1363,2970,5318.74,15796658.0,0.0599,0.0291,-15.51,0,14.93,0
M00952,Food & Beverage,745,3066,2417.88,7413216.09,0.086,0.0425,-2.51,3,56.5,0
M00953,Education,793,994,1551.94,1542629.02,0.0371,0.039,-11.07,0,27.55,0
M00954,Education,977,1250,1799.48,2249355.93,0.1222,0.0822,25.52,2,100.0,1
M00955,Crypto/Trading,367,2455,8743.49,21465256.94,0.0714,0.0255,3.03,1,42.11,0
M00956,Healthcare,981,1834,5038.3,9240241.49,0.0184,0.0393,-11.06,2,26.28,0
M00957,Retail,1441,2954,1702.31,5028618.55,0.0831,0.0163,24.63,1,28.81,0
M00958,Travel,677,4953,3849.58,19066970.89,0.0549,0.0064,20.24,2,36.38,0
M00959,Education,382,1383,1857.7,2569201.07,0.0271,0.0175,25.46,0,47.12,0
M00960,Travel,1041,3960,6765.18,26790108.32,0.1565,0.0138,-33.54,2,25.57,0
M00961,Education,1155,223,6651.8,1483350.48,0.0783,0.0467,-9.51,2,38.56,0
M00962,Retail,1381,180,2402.54,432456.64,0.0836,0.0565,21.99,2,60.65,0
M00963,Food & Beverage,685,4507,2531.34,11408727.8,0.2056,0.0106,-36.56,6,60.32,0
M00964,Gaming,99,788,580.84,457705.33,0.0197,0.1066,-35.87,0,59.94,0
M00965,Food & Beverage,1681,3768,2092.08,7882960.36,0.0677,0.0816,-13.35,4,54.25,0
M00966,Education,707,2601,15079.08,39220675.17,0.0739,0.0218,24.33,1,48.94,0
M00967,Services,1349,1113,3279.67,3650272.66,0.081,0.0657,5.28,2,66.91,1
M00968,Gaming,1211,4520,5623.95,25420250.22,0.0408,0.1424,17.67,5,95.17,1
M00969,Gaming,549,627,1258.29,788948.91,0.0957,0.0486,-19.6,1,30.26,0
M00970,Travel,741,1560,11016.62,17185919.72,0.1614,0.0286,-19.85,2,41.17,0
M00971,Healthcare,878,2895,3022.92,8751361.58,0.0682,0.0108,39.8,0,62.41,0
M00972,Travel,50,3211,1521.57,4885754.31,0.1034,0.0676,15.62,3,87.13,1
M00973,Travel,749,1857,5556.66,10318721.31,0.1777,0.0174,-21.87,2,47.94,0
M00974,Services,1737,709,11939.56,8465147.86,0.0859,0.0213,-44.45,2,18.76,0
M00975,Food & Beverage,1956,3779,5288.97,19987031.74,0.0569,0.0394,-30.19,5,45.44,0
M00976,Food & Beverage,511,2969,9565.56,28400150.77,0.188,0.0327,-21.41,4,55.47,0
M00977,Fashion,968,2123,4056.14,8611174.91,0.0503,0.0224,-26.75,0,29.82,0
M00978,Education,1178,385,1143.44,440224.22,0.0584,0.0252,4.16,1,29.95,0
M00979,Services,1234,3595,565.07,2031419.58,0.0494,0.025,21.79,1,49.49,0
M00980,Fashion,938,4570,3186.93,14564256.91,0.0337,0.0534,2.75,6,53.19,0
M00981,Retail,1757,4219,546.31,2304871.51,0.0234,0.016,-6.38,1,27.03,0
M00982,Education,470,4192,2671.09,11197195.21,0.0311,0.048,13.59,2,41.27,0
M00983,Education,741,4345,2980.94,12952203.86,0.1335,0.0521,-3.46,2,64.05,0
M00984,Crypto/Trading,761,2398,1272.44,3051317.57,0.0599,0.0093,-37.85,1,25.33,0
M00985,Crypto/Trading,934,1225,318.22,389814.35,0.0594,0.0307,10.07,2,40.28,0
M00986,Electronics,918,3859,3543.73,13675267.11,0.0117,0.0473,14.81,3,62.39,0
M00987,Electronics,1591,2755,1139.67,3139779.03,0.0323,0.0407,35.09,2,51.13,0
M00988,Travel,1580,3367,3572.01,12026958.91,0.0255,0.0544,28.04,2,60.09,0
M00989,Retail,1286,1695,2695.79,4569358.75,0.1006,0.0049,-8.99,2,31.17,0
M00990,Gaming,399,318,1516.93,482383.8,0.1427,0.0331,-0.42,4,52.79,0
M00991,Gaming,1627,976,971.43,948118.67,0.0934,0.0556,5.88,1,54.3,0
M00992,Crypto/Trading,892,1134,8167.61,9262074.07,0.0512,0.0305,10.34,0,55.42,0
M00993,Crypto/Trading,265,2525,5530.5,13964504.83,0.1563,0.0237,42.36,2,100.0,1
M00994,Crypto/Trading,718,1494,5647.53,8437408.63,0.0594,0.0114,3.34,1,35.15,0
M00995,Services,1848,4480,8347.97,37398920.42,0.1347,0.0427,-8.01,4,48.99,0
M00996,Healthcare,1954,4466,5244.93,23423867.06,0.0054,0.0322,36.05,3,58.52,0
M00997,Electronics,459,3746,4088.82,15316725.46,0.1335,0.0442,35.44,3,98.21,1
M00998,Services,19,3491,2794.5,9755615.83,0.0293,0.0198,27.5,5,69.85,1
M00999,Food & Beverage,833,2848,1901.99,5416854.3,0.0218,0.0163,-35.09,2,8.35,0
M01000,Gaming,807,2870,2531.47,7265326.76,0.1121,0.0278,7.02,0,33.03,0
M01001,Education,1275,2526,1746.75,4412281.75,0.1405,0.0692,-0.85,2,65.69,1
M01002,Electronics,1284,3790,3330.87,12624006.19,0.2555,0.0042,15.91,1,65.5,1
M01003,Fashion,886,2984,7088.35,21151632.16,0.0407,0.0462,-16.77,2,38.0,0
M01004,Food & Beverage,1038,4614,4231.02,19521942.23,0.1635,0.0162,25.5,2,69.24,1
M01005,Electronics,1152,969,3555.06,3444857.1,0.035,0.037,13.94,0,27.98,0
M01006,Services,1025,4623,4499.95,20803266.63,0.1127,0.0354,26.88,3,69.89,1
M01007,Retail,1834,2870,3375.26,9687005.76,0.2098,0.0281,-13.7,3,50.68,0
M01008,Education,383,185,5850.34,1082313.13,0.143,0.039,11.63,1,49.82,0
M01009,Electronics,1098,3506,1584.6,5555605.21,0.1096,0.0481,24.71,4,77.16,1
M01010,Healthcare,155,2529,456.11,1153493.76,0.0712,0.0259,-58.73,2,33.3,0
M01011,Crypto/Trading,233,939,2963.59,2782812.77,0.0578,0.0491,21.67,2,76.33,1
M01012,Crypto/Trading,1272,133,4602.81,612173.07,0.0394,0.0229,-4.01,1,28.02,0
M01013,Education,186,3524,548.7,1933602.8,0.0759,0.0346,4.41,1,44.55,0
M01014,Services,1812,1011,3975.75,4019487.86,0.1416,0.0058,36.31,2,52.34,0
M01015,Crypto/Trading,862,3859,6454.83,24909203.83,0.0222,0.0069,32.29,1,35.16,0
M01016,Electronics,1315,1278,1346.71,1721101.58,0.034,0.0035,-9.48,4,21.52,0
M01017,Fashion,72,3446,5048.4,17396798.27,0.1101,0.0581,-37.19,2,71.2,1
M01018,Gaming,1250,534,996.29,532016.29,0.1355,0.091,3.08,3,73.0,1
M01019,Gaming,1887,4824,7761.96,37443700.77,0.1877,0.0298,31.56,2,71.07,1
M01020,Food & Beverage,836,3216,1026.69,3301832.28,0.0274,0.0251,37.86,3,56.23,0
M01021,Travel,804,4454,2886.94,12858445.42,0.086,0.0504,-47.31,1,43.99,0
M01022,Retail,698,2604,5368.38,13979254.54,0.0231,0.0653,19.94,1,59.72,0
M01023,Education,1494,87,2857.29,248584.14,0.0603,0.0061,16.55,1,33.78,0
M01024,Food & Beverage,1962,1616,55.48,89649.25,0.1333,0.0389,24.3,3,62.97,0
M01025,Travel,1643,4498,3555.5,15992639.87,0.0753,0.1095,5.33,4,78.5,1
M01026,Services,114,38,1379.54,52422.46,0.0508,0.0131,-39.25,0,36.95,0
M01027,Healthcare,1132,2750,1600.24,4400653.86,0.1199,0.0313,-6.45,1,54.42,0
M01028,Healthcare,520,3541,6275.48,22221477.93,0.0437,0.0303,-17.99,1,38.24,0
M01029,Retail,394,592,9031.46,5346626.15,0.1186,0.0532,-20.85,2,64.48,0
M01030,Crypto/Trading,414,2278,4177.57,9516508.13,0.2536,0.0188,24.6,0,76.93,1
M01031,Electronics,832,2922,3884.51,11350538.24,0.1752,0.0375,0.73,3,74.86,1
M01032,Food & Beverage,527,670,121.44,81363.56,0.2151,0.0414,14.84,1,74.66,1
M01033,Food & Beverage,485,2607,11996.29,31274332.96,0.1326,0.1072,31.41,1,100.0,1
M01034,Education,718,3282,3796.32,12459522.71,0.1249,0.078,-38.13,1,61.84,0
M01035,Education,1896,1358,4001.58,5434146.45,0.0707,0.08,45.08,2,84.57,1
M01036,Healthcare,1678,3654,2020.02,7381142.94,0.1029,0.066,49.66,3,93.93,1
M01037,Healthcare,1903,2847,3712.97,10570819.24,0.0993,0.0647,-39.4,3,35.11,0
M01038,Fashion,780,2237,6491.09,14520574.21,0.1383,0.0476,22.32,1,74.44,1
M01039,Fashion,1470,3559,10142.99,36098901.28,0.0511,0.0142,54.74,2,67.8,1
M01040,Crypto/Trading,1056,1057,3998.75,4226679.21,0.0262,0.0709,-29.91,1,39.34,0
M01041,Fashion,1006,4403,426.68,1878674.82,0.0759,0.1381,-24.32,3,77.52,1
M01042,Electronics,1598,3998,2472.36,9884513.14,0.1075,0.0801,25.34,0,67.35,1
M01043,Electronics,686,2981,2882.02,8591302.16,0.27,0.0051,16.46,1,63.34,0
M01044,Food & Beverage,723,3246,7915.89,25694980.57,0.0696,0.0606,10.46,2,57.82,0
M01045,Gaming,1491,1118,2724.0,3045434.79,0.0451,0.0979,-1.26,0,45.65,0
M01046,Electronics,92,2344,13063.21,30620175.28,0.1105,0.011,8.88,3,53.39,0
M01047,Travel,1178,959,1526.98,1464371.89,0.0298,0.0177,-57.89,1,28.85,0
M01048,Healthcare,1118,3736,1227.74,4586836.5,0.0507,0.0954,-24.99,2,53.29,0
M01049,Education,1111,3434,5534.47,19005353.96,0.1869,0.0219,2.2,0,42.78,0
M01050,Fashion,466,1468,3319.43,4872926.04,0.0517,0.008,-47.76,1,30.22,0
M01051,Food & Beverage,1911,590,1517.45,895296.08,0.1147,0.0405,1.49,2,33.65,0
M01052,Retail,10,2924,922.63,2697761.76,0.0888,0.0652,4.57,1,72.07,1
M01053,Education,60,2525,2598.62,6561516.39,0.0844,0.0914,-13.43,3,69.89,1
M01054,Travel,694,937,10959.16,10268729.86,0.2275,0.0287,-11.97,2,65.75,1
M01055,Fashion,726,1894,703.75,1332903.07,0.0388,0.077,-21.14,2,63.86,0
M01056,Travel,1805,4948,3663.6,18127471.52,0.056,0.0149,-7.11,1,11.45,0
M01057,Healthcare,1479,1698,2763.49,4692412.76,0.0203,0.1119,14.0,2,63.83,0
M01058,Healthcare,458,635,2315.25,1470182.78,0.0432,0.0178,15.73,0,38.0,0
M01059,Crypto/Trading,890,4521,7581.82,34277419.79,0.054,0.0181,30.61,2,57.11,0
M01060,Food & Beverage,497,1769,7924.62,14018647.72,0.1178,0.0216,1.07,1,44.17,0
M01061,Education,1833,3845,2267.21,8717417.42,0.0537,0.0277,16.43,1,36.79,0
M01062,Services,43,4208,4061.58,17091143.1,0.037,0.0266,-31.28,1,42.81,0
M01063,Services,1381,2497,7589.77,18951645.91,0.051,0.0355,10.2,4,46.71,0
M01064,Education,104,4769,5047.12,24069694.0,0.0236,0.0193,-0.57,4,30.52,0
M01065,Retail,1105,3525,2476.36,8729166.92,0.0157,0.0491,17.48,1,58.14,0
M01066,Food & Beverage,1584,3495,17364.43,60688690.9,0.0329,0.1532,-2.05,1,76.81,1
M01067,Travel,163,4549,9581.03,43584126.4,0.1385,0.0216,-4.41,1,40.59,0
M01068,Retail,259,1155,1307.14,1509741.92,0.0789,0.0103,-15.58,3,40.87,0
M01069,Gaming,683,4020,5293.68,21280574.0,0.1866,0.0048,30.19,3,82.49,1
M01070,Education,447,394,647.55,255134.28,0.0427,0.0779,-10.33,1,48.83,0
M01071,Travel,127,226,1942.32,438964.68,0.0944,0.015,51.61,3,96.58,1
M01072,Services,780,4895,1550.98,7592067.88,0.0247,0.0088,-27.79,2,17.67,0
M01073,Electronics,1924,1339,8205.44,10987079.6,0.1941,0.0114,34.28,0,65.3,1
M01074,Crypto/Trading,1339,1161,7018.95,8148996.95,0.0494,0.0108,-49.41,1,0.86,0
M01075,Services,277,4647,2637.6,12256904.28,0.0297,0.0173,0.77,2,42.75,0
M01076,Food & Beverage,1994,2710,1685.04,4566456.79,0.0484,0.0061,-9.7,3,3.68,0
M01077,Healthcare,1087,3275,1767.86,5789748.88,0.0983,0.0791,15.99,1,80.83,1
M01078,Electronics,245,109,816.22,88967.78,0.1158,0.0168,25.42,4,64.67,0
M01079,Crypto/Trading,398,4128,2582.92,10662305.34,0.1432,0.0094,53.36,1,100.0,1
M01080,Crypto/Trading,999,3040,4718.61,14344572.41,0.0113,0.035,-8.3,2,32.52,0
M01081,Gaming,1767,1877,1662.47,3120464.6,0.2488,0.0406,-13.41,2,70.02,1
M01082,Gaming,772,824,6367.2,5246575.42,0.0303,0.0376,27.06,1,55.0,0
M01083,Fashion,1858,964,3934.49,3792844.43,0.0933,0.0065,1.6,4,19.13,0
M01084,Services,410,2809,3539.15,9941484.47,0.1891,0.0506,-10.88,3,66.04,1
M01085,Services,633,3895,2233.77,8700515.44,0.0499,0.0166,-6.14,1,34.54,0
M01086,Services,776,1630,7183.55,11709184.97,0.1511,0.0206,-12.76,1,69.34,1
M01087,Fashion,1336,2943,3755.03,11051047.56,0.1246,0.0168,-36.73,1,46.58,0
M01088,Retail,928,3902,3256.56,12707100.73,0.0848,0.013,44.08,3,73.61,1
M01089,Crypto/Trading,1240,3241,2899.79,9398227.92,0.0706,0.0027,17.21,1,43.61,0
M01090,Electronics,1262,4411,1565.04,6903377.78,0.0277,0.075,-35.27,0,43.27,0
M01091,Food & Beverage,862,4755,4995.9,23755504.2,0.0323,0.1073,42.49,1,94.27,1
M01092,Crypto/Trading,1943,2407,4504.43,10842165.98,0.146,0.0549,9.43,3,61.41,0
M01093,Gaming,587,4743,2100.37,9962049.85,0.0236,0.0549,-0.29,1,38.08,0
M01094,Travel,84,961,4625.75,4445343.2,0.0177,0.0476,18.24,1,59.01,0
M01095,Healthcare,444,4945,5364.12,26525573.1,0.1055,0.014,-5.88,1,42.85,0
M01096,Fashion,112,2586,2047.56,5294997.82,0.0224,0.0486,-27.89,3,50.16,0
M01097,Education,1455,995,4286.08,4264651.15,0.0859,0.0406,-8.48,2,36.74,0
M01098,Travel,1737,974,2360.79,2299407.14,0.041,0.0536,3.17,2,34.49,0
M01099,Food & Beverage,773,1282,2355.5,3019746.65,0.0551,0.015,-17.5,4,36.32,0
M01100,Services,747,963,3724.07,3586283.63,0.1182,0.0391,17.72,3,69.93,1
M01101,Gaming,815,2222,1923.58,4274202.44,0.0136,0.0173,36.99,5,61.48,0
M01102,Gaming,1339,3347,3444.0,11527065.7,0.0595,0.0308,-4.13,5,47.02,0
M01103,Gaming,107,4294,4651.48,19973467.43,0.2681,0.0281,-52.22,3,66.31,1
M01104,Services,1883,2279,804.09,1832528.35,0.1961,0.0374,0.85,2,53.87,0
M01105,Education,807,1848,5439.92,10052965.67,0.0298,0.0558,-16.25,5,61.46,0
M01106,Fashion,1368,1277,7712.43,9848775.41,0.0535,0.0359,-0.36,5,57.82,0
M01107,Travel,868,484,4543.34,2198977.8,0.0408,0.0338,-0.68,2,36.32,0
M01108,Services,444,3314,5854.24,19400952.47,0.0633,0.0042,-16.53,1,34.89,0
M01109,Food & Beverage,456,1250,589.2,736494.33,0.0531,0.0396,-29.18,0,40.9,0
M01110,Fashion,1341,2674,12618.5,33741869.91,0.0679,0.0232,5.31,4,50.44,0
M01111,Food & Beverage,258,904,7247.91,6552109.99,0.1332,0.0069,-14.2,2,44.2,0
M01112,Fashion,175,3825,3859.91,14764138.79,0.0557,0.0872,48.59,2,100.0,1
M01113,Education,1514,3876,7024.35,27226370.38,0.115,0.0248,11.16,1,26.57,0
M01114,Healthcare,993,3155,1216.07,3836687.16,0.0291,0.0747,-13.34,2,58.18,0
M01115,Food & Beverage,1368,944,2466.72,2328582.53,0.1985,0.0723,-6.85,3,74.97,1
M01116,Services,1029,4609,2556.28,11781877.21,0.1236,0.0199,1.21,1,34.58,0
M01117,Fashion,551,1566,822.59,1288176.13,0.0292,0.0184,7.45,2,40.32,0
M01118,Gaming,768,1114,8267.97,9210521.96,0.0195,0.0223,20.41,4,63.75,0
M01119,Crypto/Trading,1139,2431,4027.7,9791348.98,0.0266,0.0641,33.62,2,63.43,0
M01120,Gaming,1596,2637,7764.42,20474763.79,0.1003,0.0188,3.22,3,30.97,0
M01121,Retail,90,782,3754.39,2935934.45,0.0442,0.0482,16.38,3,54.03,0
M01122,Healthcare,142,2343,2364.14,5539179.97,0.0389,0.006,15.66,4,44.13,0
M01123,Healthcare,806,4165,3472.91,14464684.54,0.0555,0.0695,7.47,1,49.37,0
M01124,Gaming,909,2795,1886.5,5272770.32,0.1154,0.0389,-0.19,2,48.17,0
M01125,Travel,147,4679,4918.49,23013633.07,0.0997,0.0154,8.54,1,49.79,0
M01126,Education,193,4898,4974.16,24363413.61,0.1084,0.001,-11.33,3,32.47,0
M01127,Food & Beverage,1434,3175,1622.04,5149985.68,0.1807,0.027,-23.36,3,55.05,0
M01128,Services,1363,3990,5743.31,22915808.9,0.2251,0.0295,41.1,1,89.78,1
M01129,Healthcare,794,2060,5713.85,11770536.46,0.2367,0.0334,10.39,0,71.05,1
M01130,Gaming,1541,603,2293.88,1383208.8,0.0485,0.0522,11.83,2,41.16,0
M01131,Gaming,1885,4351,2886.0,12556984.26,0.0226,0.0025,-0.41,1,23.91,0
M01132,Education,993,2123,5060.56,10743560.64,0.0125,0.0306,17.45,1,46.2,0
M01133,Education,78,1962,1075.5,2110131.69,0.1381,0.0233,0.5,1,41.94,0
M01134,Electronics,555,4475,6566.2,29383732.61,0.0139,0.0655,-32.93,1,32.97,0
M01135,Electronics,1807,129,6497.25,838145.02,0.2768,0.0655,-8.36,2,69.18,1
M01136,Travel,62,211,6093.09,1285641.82,0.0735,0.0563,19.94,1,72.6,1
M01137,Travel,1483,923,2209.49,2039363.2,0.1192,0.0431,-9.84,2,57.85,0
M01138,Retail,214,881,6162.67,5429307.94,0.0571,0.0136,-40.82,5,41.42,0
M01139,Travel,135,1103,2809.73,3099136.01,0.1843,0.0699,-2.33,4,73.86,1
M01140,Fashion,1780,669,7135.3,4773518.0,0.0188,0.0206,-38.27,1,18.56,0
M01141,Education,52,4154,1532.63,6366563.11,0.0443,0.0192,-2.71,0,30.03,0
M01142,Services,1785,3631,3964.59,14395443.8,0.1951,0.0079,34.63,5,78.15,1
M01143,Fashion,1916,656,1001.3,656849.95,0.0774,0.0063,-26.79,3,22.65,0
M01144,Food & Beverage,120,1056,2000.94,2112997.58,0.1331,0.0451,21.2,4,83.61,1
M01145,Gaming,770,4151,1825.85,7579113.84,0.0196,0.0018,47.87,0,62.47,0
M01146,Travel,1696,2168,1964.56,4259173.2,0.0481,0.0268,36.83,3,64.15,0
M01147,Gaming,1216,3885,1609.14,6251517.63,0.1314,0.0014,-0.69,2,35.84,0
M01148,Healthcare,857,3177,2271.5,7216558.51,0.0706,0.031,-17.88,3,26.2,0
M01149,Retail,104,3607,1564.06,5641576.72,0.0688,0.0042,9.37,5,51.4,0
M01150,Healthcare,1407,3314,7616.21,25240108.8,0.0915,0.0168,9.72,1,44.06,0
M01151,Retail,1945,4281,940.74,4027287.8,0.0623,0.0077,28.04,1,30.59,0
M01152,Electronics,1553,2450,3104.81,7606775.29,0.0508,0.0211,6.28,3,32.71,0
M01153,Gaming,909,1899,3508.7,6663023.06,0.0507,0.019,15.07,1,40.71,0
M01154,Retail,369,3986,1672.44,6666357.86,0.0183,0.0353,-17.72,1,37.98,0
M01155,Crypto/Trading,909,3733,3176.75,11858822.65,0.0456,0.0047,23.49,3,44.13,0
M01156,Fashion,1729,4146,7620.3,31593745.18,0.0599,0.0134,-26.9,1,23.37,0
M01157,Retail,290,4126,7757.46,32007265.83,0.0905,0.0596,-10.69,3,66.56,1
M01158,Retail,1228,2031,3115.4,6327368.46,0.118,0.0819,20.02,1,69.87,1
M01159,Fashion,1897,3393,3700.63,12556228.25,0.0539,0.0196,37.27,2,46.43,0
M01160,Gaming,1228,2163,8455.0,18288164.11,0.0405,0.007,22.1,0,35.65,0
M01161,Gaming,676,2520,4327.16,10904446.79,0.1046,0.018,4.19,1,54.19,0
M01162,Fashion,102,4601,6557.97,30173217.01,0.0739,0.0077,4.42,2,50.69,0
M01163,Healthcare,681,1309,939.7,1230073.43,0.0401,0.0027,-17.7,3,24.72,0
M01164,Crypto/Trading,1979,1467,1587.56,2328956.81,0.0477,0.0348,-4.24,1,17.85,0
